Date,Open,High,Low,Close,Volume,Symbol,Interval,Source,Fetch_Time,ichimoku_tenkan_sen,ichimoku_kijun_sen,ichimoku_senkou_span_a,ichimoku_senkou_span_b,ichimoku_chikou_span,ichimoku_cloud_thickness,ichimoku_price_above_cloud,ichimoku_price_below_cloud,ichimoku_price_in_cloud,ichimoku_bullish_tk_cross,ichimoku_bearish_tk_cross,vp_point_of_control,vp_value_area_high,vp_value_area_low,vp_volume_at_price,vp_price_position,vp_above_poc,vp_in_value_area,obv,obv_smoothed,obv_momentum,obv_bullish_divergence,obv_bearish_divergence,obv_trend,obv_normalized,bb_upper,bb_middle,bb_lower,bb_width,bb_percent,bb_squeeze,bb_upper_touch,bb_lower_touch,bb_upper_breakout,bb_lower_breakout,macd_line,macd_signal,macd_histogram,macd_bullish_cross,macd_bearish_cross,macd_bullish_divergence,macd_bearish_divergence,macd_momentum,macd_normalized,stoch_k,stoch_d,stoch_overbought,stoch_oversold,stoch_bullish_cross,stoch_bearish_cross,stoch_momentum,rsi,rsi_overbought,rsi_oversold,rsi_bullish_divergence,rsi_bearish_divergence,rsi_momentum,rsi_smoothed,atr,atr_normalized,atr_upper,atr_lower,keltner_upper,keltner_middle,keltner_lower,vol_breakout_up,vol_breakout_down,price_volatility,roc_5,roc_10,roc_20,momentum_5,momentum_10,williams_r,cci,price_acceleration
2020-01-11 00:00:00+00:00,8162.19091796875,8218.359375,8029.64208984375,8037.53759765625,25521165085,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,7655.8671875,,,,9729.8017578125,,0,0,0,0,0,,,,,,0,0,63562829887.0,63284265384.1,-0.2720757842596887,0,1,-1,,,,,,,0,0,0,0,0,86.98606529694916,61.82607924861757,25.159986048331596,0,0,0,0,-0.19025864081057509,,,,0,0,0,0,,,0,0,0,0,,,,,,,,,,0,0,,3.453607771201983,11.629764009212828,,1.0345360777120198,1.1162976400921283,,,-1.4329819047671748
2020-01-12 00:00:00+00:00,8033.26171875,8200.0634765625,8009.05908203125,8192.494140625,22903438381,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,7853.126220703125,,,,9795.943359375,,0,0,0,0,0,,,,,,0,0,86466268268.0,72154534057.7,-0.25516593083221095,0,1,1,,,,,,,0,0,0,0,0,95.14665576235438,68.98194167274583,26.16471408960855,0,0,0,1,0.03993356909447021,,,,0,0,0,0,,,0,0,0,0,,,,,,,,,,0,0,,0.35280307564182767,17.27906481107584,,1.0035280307564183,1.1727906481107584,,,-2.2203380484197797
2020-01-13 00:00:00+00:00,8189.77197265625,8197.7880859375,8079.70068359375,8144.1943359375,22482910688,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,7898.636962890625,,,,9865.119140625,,0,0,0,0,0,,,,,,0,0,63983357580.0,75965363559.3,-0.24204166097875024,0,1,-1,,,,,,,0,0,0,0,0,97.20824368344256,74.95560784576978,22.252635837672784,0,0,0,0,-0.1495173323330703,,,,0,0,0,0,,,0,0,0,0,,,,,,,,,,0,0,,0.7961959827428311,10.882541213880327,,1.0079619598274283,1.1088254121388033,,,-1.3058034169333266
2020-01-14 00:00:00+00:00,8140.93310546875,8879.51171875,8140.93310546875,8827.7646484375,44841784107,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8144.40234375,,,,10116.673828125,,0,0,0,0,0,,,,,,0,0,108825141687.0,82415944344.1,0.8026536892377554,0,0,1,,,,,,,0,0,0,0,0,137.10595545860815,87.9575069377286,49.148448520879555,0,0,0,0,1.2086573869003545,,97.36591200120895,,1,0,0,0,,77.30055993378357,1,0,0,0,,,,,,,,,,0,0,,12.040674904058157,19.122568487565907,,1.1204067490405816,1.191225684875659,-2.6340879987910504,,-15.236585139386062
2020-01-15 00:00:00+00:00,8825.34375,8890.1171875,8657.1875,8807.0107421875,40102834650,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8308.446044921875,,,,9856.611328125,,0,0,0,0,0,,,,,,0,0,68722307037.0,82883734254.4,-0.22856729698078637,0,1,-1,,,,,,,0,0,0,0,0,164.2139117699744,103.76496333172202,60.44894843825239,0,0,0,0,0.2299258726869493,,95.79233670403912,,1,0,0,0,-0.016161460051340115,76.76608701692263,1,0,0,0,-0.006914217921820787,,314.92518833705356,0.035758465335859455,9436.861118861607,8177.160365513393,,,,0,0,,7.8424330182002455,18.831919985126213,,1.0784243301820025,1.188319199851262,-4.207663295960889,,-1.0280100600305107
2020-01-16 00:00:00+00:00,8812.4814453125,8846.4609375,8612.095703125,8723.7861328125,31313981931,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8308.446044921875,,,,10208.236328125,,0,0,0,0,0,,,,,,0,0,37408325106.0,77892499811.8,-0.41147483250032535,0,1,-1,,,,,,,0,0,0,0,0,177.67172637901785,118.97442420570991,58.697302173307946,0,0,0,0,-0.0289772826525464,,91.57869078438624,94.91231316321144,1,0,0,0,-0.043987296527397524,80.28268836179538,1,0,0,0,0.045809308270428506,,311.88804408482144,0.03575145462492791,9347.562220982143,8100.010044642857,,,,0,0,,8.5380444796471,12.286522818506862,,1.085380444796471,1.1228652281850686,-8.421309215613757,,3.0195194540463444
2020-01-17 00:00:00+00:00,8725.2099609375,8958.1220703125,8677.31640625,8929.0380859375,36372139320,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8342.448486328125,,,,10326.0546875,,0,0,0,0,0,,,,,,0,0,73780464426.0,73661750168.5,-0.1467139046949577,0,1,1,,,,,,,0,0,0,0,0,198.432219434555,135.23207295574176,63.20014647881325,0,0,0,0,0.07671296871890876,,98.23584587967653,95.20229112270063,1,0,1,0,0.07269327655015245,79.16351376642092,1,0,0,0,-0.013940422502182304,,296.32278878348217,0.03318641783488035,9521.683663504464,8336.392508370536,,,,0,0,,8.990472653011983,9.374994392688386,,1.0899047265301198,1.0937499439268838,-1.7641541203234619,,-3.489768963921512
2020-01-18 00:00:00+00:00,8927.2119140625,9012.1982421875,8827.33203125,8942.80859375,32337772627,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8369.486572265625,,,,10214.3798828125,,0,0,0,0,0,,,,,,0,0,106118237053.0,75832033714.4,0.6585287341371184,0,0,1,,,,,,,0,0,0,0,0,212.76363249992028,151.02284614559227,61.74078635432801,0,0,0,0,-0.023091087691932355,,95.6945300748178,95.16968891296018,1,0,0,0,-0.02586953654342672,78.7567778301376,1,0,0,0,-0.005137921713321614,78.45392538181201,301.10811941964283,0.033670419786249586,9545.024832589286,8340.592354910714,,,,0,0,,9.805933219060027,10.680203648163445,,1.0980593321906003,1.1068020364816344,-4.305469925182197,,-0.9344514646215051
2020-01-19 00:00:00+00:00,8941.4453125,9164.3623046875,8620.080078125,8706.2451171875,34217320471,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8586.710693359375,,,,10312.1162109375,,0,0,0,0,0,,,,,,0,0,71900916582.0,76985184259.8,-0.33929866327397473,0,0,-1,,,,,,,0,0,0,0,0,206.01430459369112,162.181957579518,43.83234701417311,0,0,0,0,-0.2900584912763996,,73.89748780179735,89.27595458543055,0,0,0,1,-0.22777730614256275,72.32721240457938,1,0,0,0,-0.08163824883015758,77.45925587597118,329.7024623325893,0.03786965079603659,9365.65004185268,8046.840192522322,,,,0,0,,-1.376560614033917,10.498367101631123,,0.9862343938596608,1.1049836710163112,-26.10251219820264,,-18.152541469034528
2020-01-20 00:00:00+00:00,8704.6318359375,8745.5908203125,8560.4736328125,8657.642578125,26422375678,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8586.710693359375,,,,9889.4248046875,,0,0,0,0,0,,,,,,0,0,45478540904.0,72624638853.0,-0.33822738402081853,0,0,-1,,9353.612709963721,8118.971240234375,6884.329770505028,0.30413741672367484,0.7181488922483344,0,0,0,0,0,195.1581264871911,168.85411611159034,26.304010375600768,0,0,0,0,-0.39989500523219956,,64.75207519651488,78.11469769104336,0,0,0,0,-0.1237580989195689,67.14714081910492,0,0,0,0,-0.07161995344848227,75.53546663640763,316.3126743861607,0.036535658700600354,9290.26792689732,8025.017229352678,8751.596589006696,8118.971240234375,7486.345891462053,0,0,,-1.6960143280738138,6.01340990246817,,0.9830398567192619,1.0601340990246817,-35.24792480348511,76.62952787856456,-0.7889650871856004
2020-01-21 00:00:00+00:00,8658.9912109375,8755.7060546875,8544.5205078125,8745.89453125,24097418512,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8622.031494140625,,,,9934.43359375,,0,0,0,0,0,,,,,,0,0,69575959416.0,73225951805.9,0.8599057621224684,0,0,1,,9381.250733582345,8196.257250976563,7011.263768370782,0.2891547803638283,0.7319157397662616,0,0,0,0,0,190.26997965922055,173.17716188057608,17.092817778644473,0,0,0,0,-0.35018206218092385,,70.89096824615623,69.84684374815616,0,0,1,0,0.09480612059166504,62.74318770891304,0,0,0,0,-0.06558660661451199,72.02756650583117,302.1124790736607,0.034543348081111785,9350.11948939732,8141.669573102678,8800.482209123884,8196.257250976563,7592.032292829242,0,0,0.030509283802650566,0.2534266441303945,8.813108803376647,21.467816568297327,1.002534266441304,1.0881310880337665,-29.10903175384377,72.41780012895023,-2.8259824765167103
2020-01-22 00:00:00+00:00,8744.2109375,8792.994140625,8636.7470703125,8680.8759765625,22600204051,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8652.647705078125,,,,9690.142578125,,0,0,0,0,0,,,,,,0,0,46975755365.0,69276900515.6,-0.36330360983135945,0,0,-1,,9336.851029904366,8281.0275390625,7225.204048220633,0.2549981837064141,0.6893538271161115,0,0,0,0,0,179.85718464562888,174.52309768693044,5.334086958698435,0,0,0,0,-0.6879340183826935,,66.36821334572389,67.33708559613167,0,0,0,1,-0.06379874633293037,63.26414801145811,0,0,0,0,0.008303057615784315,68.84769335483861,281.8469935825893,0.03246757520134466,9244.56996372768,8117.181989397322,8844.721526227679,8281.0275390625,7717.333551897321,0,0,0.0293524446260365,-2.7792703646973504,5.961332746223258,24.270460106122904,0.9722072963530265,1.0596133274622326,-33.63178665427611,66.73297313167005,-1.729303675427996
2020-01-23 00:00:00+00:00,8680.650390625,8687.7470703125,8333.6376953125,8406.515625,25770680779,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8749.0,,,,10141.99609375,,0,0,0,0,0,,,,,,0,0,21205074586.0,64999072216.2,-0.8001750201013114,0,0,-1,,9294.170004234029,8334.109106445312,7374.048208656595,0.2303931675303456,0.5377093363147379,0,0,0,0,0,151.0098497466479,169.79252371893492,-18.78267397228703,0,1,0,0,-4.5212537998949625,,47.283436231288924,61.51420594105634,0,0,0,0,-0.287559000797851,61.27439867772349,0,0,0,0,-0.03145145230398494,65.35121752435579,290.00537109375,0.03449769012875058,8986.5263671875,7826.5048828125,8914.119848632812,8334.109106445312,7754.098364257812,0,0,0.0292513465410487,-5.9969187881848125,3.2209605793045437,14.454024155710531,0.9400308121181519,1.0322096057930454,-52.716563768711076,26.373087371442445,3.2513290828522097
2020-01-24 00:00:00+00:00,8405.5673828125,8514.6669921875,8266.8408203125,8445.4345703125,24397913026,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8715.6015625,,,,9633.38671875,,0,0,0,0,0,,,,,,0,0,45602987612.0,58676856808.7,-0.36575234670351253,0,0,1,,9242.30904334075,8385.847998046875,7529.386952752999,0.2042634317944594,0.5347865046478439,0,0,0,0,0,129.49791763383655,161.6953647497929,-32.19744711595635,0,0,0,0,0.714209976889457,,37.77151138537848,50.47438698746377,0,0,0,0,-0.2011682230407803,56.669991850924,0,0,0,0,-0.07514405569309057,62.219773413624715,276.29443359375,0.03271524174315242,8998.0234375,7892.845703125,8938.436865234375,8385.847998046875,7833.259130859375,0,0,0.029253438347017522,-2.9956719959574607,-4.330995369169388,13.963375562733793,0.9700432800404254,0.9566900463083061,-62.22848861462152,8.21420307598067,-1.1464830043958936
2020-01-25 00:00:00+00:00,8440.119140625,8458.453125,8296.21875,8367.84765625,19647331549,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8715.6015625,,,,9608.4755859375,,0,0,0,0,0,,,,,,0,0,25955656063.0,54400191711.3,-0.4292768513002776,0,0,-1,,9157.569359284553,8433.67451171875,7709.779664152945,0.17166772242868478,0.4545328608912602,0,0,0,0,0,105.85406974440411,150.4847532559383,-44.63068351153419,0,0,0,0,0.386155969161176,,31.05579272892795,38.703580115198456,0,0,0,0,-0.17779851560428195,58.09928740398727,0,0,0,0,0.0252213827173855,60.41020273060118,274.40279715401783,0.03279251827070066,8916.653250558036,7819.042061941965,8982.480106026786,8433.67451171875,7884.868917410714,0,0,0.0294409200798383,-3.34727287780644,-4.986516978272926,12.9063461194602,0.9665272712219356,0.9501348302172707,-68.94420727107205,-7.552339386609983,-2.9843644541714034
2020-01-26 00:00:00+00:00,8364.41015625,8602.4013671875,8325.498046875,8596.830078125,22177678796,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8715.6015625,8039.67919921875,,,9686.44140625,,0,0,0,0,0,,,,,,0,0,48133334859.0,55472692686.6,-0.30819013833201925,0,0,1,,9130.395022922195,8475.055053710938,7819.7150844996795,0.15465149549071236,0.5929098102780349,0,0,0,0,0,102.28635296014363,140.81585073200807,-38.52949777186444,0,0,0,0,-0.13670383824825305,,47.676564236668355,38.83462278365826,0,0,1,0,0.535190701870522,59.567109329941886,0,0,0,0,0.02526402631667879,59.77498705480696,280.53843470982144,0.03263277651883145,9157.906947544643,8035.753208705357,9036.13192313058,8475.055053710938,7913.978184291294,0,0,0.02822378217714129,-1.7043934453174203,-1.455286188298266,10.652432560608727,0.9829560655468258,0.9854471381170173,-52.323435763331645,13.297036485578857,-3.9786666475038888
2020-01-27 00:00:00+00:00,8597.30859375,8977.7265625,8597.30859375,8909.8193359375,28647338393,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8715.6015625,8039.67919921875,,,9663.181640625,,0,0,0,0,0,,,,,,0,0,76780673252.0,55772713569.2,0.6344744784925078,0,0,1,,9177.939544065555,8512.361401367187,7846.783258668817,0.15637920227199686,0.7985809697407958,0,0,0,0,0,120.49669419668135,136.74216986899037,-16.245475672309027,0,0,0,0,-0.5783626413066814,,75.12842422863163,51.28692706474265,0,0,0,0,0.5757935881388423,66.099131221883,0,0,0,0,0.1096581983819338,60.34198369689193,299.31051199776783,0.033593331212733744,9508.440359933036,8311.198311941964,9110.982425362723,8512.361401367187,7913.740377371651,1,0,0.027172592092558262,2.637330149550854,-0.21523875041218332,9.13957702149415,1.0263733014955085,0.9978476124958782,-24.871575771368374,82.88911788318471,0.3304627200295627
2020-01-28 00:00:00+00:00,8912.5244140625,9358.58984375,8908.447265625,9358.58984375,34398744403,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8812.71533203125,8136.79296875,,,9924.515625,,0,0,0,0,0,,,,,,0,0,111179417655.0,56278831629.4,4.243057137294994,0,0,1,,9309.210205214213,8576.29775390625,7843.385302598288,0.17091581293901378,1.0336872695010597,0,1,0,1,0,165.38058867577274,142.48095405334468,22.899634622428067,1,0,0,1,-2.409600745730166,,100.0,74.26832948843332,1,0,0,0,0.3310541386530206,62.38483029457105,0,0,0,1,-0.05619288572558845,60.56407002026144,278.7079380580357,0.029780975842655058,9916.00571986607,8801.17396763393,9133.713630022321,8576.29775390625,8018.881877790179,1,0,0.028748779662147384,11.325432096011845,4.649336342618171,15.826098580461334,1.1132543209601184,1.0464933634261817,-0.0,156.88645131495431,0.3834527176595921
2020-01-29 00:00:00+00:00,9357.470703125,9406.431640625,9269.4677734375,9316.6298828125,30682598115,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8836.63623046875,8357.972900390625,,,9650.1748046875,,0,0,0,0,0,,,,,,0,0,80496819540.0,57138421925.2,0.7651654804918531,0,0,-1,,9375.123350338214,8648.17568359375,7921.228016849287,0.16811584161583085,0.9597677589449674,0,1,0,0,0,195.4524566664968,153.09167386960783,42.36078279688897,0,0,0,1,0.8498453575936322,,92.11982439557784,89.08274954140315,1,0,0,0,-0.07880175604422168,61.77356314474274,0,0,0,1,-0.009798329929600058,61.584784279025186,271.85323660714283,0.029179353481526938,9860.336356026786,8772.923409598214,9191.882156808037,8648.17568359375,8104.469210379465,0,0,0.02788057370147579,10.315577075955762,7.010884226312486,18.245279691092243,1.1031557707595576,1.0701088422631249,-7.88017560442216,172.511899482153,-1.089016241001863
2020-01-30 00:00:00+00:00,9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,32378792851,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8909.9833984375,8476.830810546875,,,9341.705078125,,0,0,0,0,0,,,,,,0,0,112875612391.0,63878129073.9,3.3487867198203904,0,0,1,,9500.56884681868,8715.297631835938,7930.026416853196,0.1802052547498184,1.0053639539327857,0,1,0,1,0,230.63128254564435,168.6188172773353,62.01246526830906,0,0,0,0,0.4639121653073732,,96.56897132913642,96.22959857490476,1,0,0,0,0.048297388349908266,67.26951414805804,0,0,0,0,0.08896930537158165,63.418829627839344,278.12918526785717,0.02924906774767654,10065.251534598214,8952.734793526786,9271.556002371652,8715.297631835938,8159.039261300223,0,0,0.02727023421893196,13.637264380167945,9.833515050489394,16.438254520764396,1.1363726438016795,1.098335150504894,-3.4310286708635878,179.43252161120785,-5.605095833387703
2020-01-31 00:00:00+00:00,9508.3134765625,9521.7060546875,9230.7763671875,9350.529296875,29432489719,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8909.9833984375,8481.20947265625,,,8820.5224609375,,0,0,0,0,0,,,,,,0,0,83443122672.0,65264845399.5,0.733582826048417,0,0,-1,,9546.94225997974,8780.947216796874,8014.952173614008,0.17446752025057424,0.8717922753856188,0,0,0,0,0,243.8452591154728,183.6790205478655,60.16623856760731,0,0,0,0,-0.02977186429718104,,84.24947386642128,90.9794231970452,1,0,0,1,-0.12757200675490832,59.46489558740391,0,0,0,1,-0.11602014165698316,63.398386879331746,278.85232979910717,0.029822090380733975,9908.233956473214,8792.824637276786,9338.651876395088,8780.947216796874,8223.24255719866,0,0,0.02731066059543385,8.767175946257444,6.913355328772552,16.335745659237965,1.0876717594625744,1.0691335532877255,-15.75052613357871,146.22657695256197,-1.807109355688691
2020-02-01 00:00:00+00:00,9346.357421875,9439.3232421875,9313.2392578125,9392.875,25922656496,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8909.9833984375,8639.950439453125,,,8784.494140625,,0,0,0,0,0,,,,,,0,0,109365779168.0,71503847779.8,0.42439203169075124,0,0,1,,9600.909167313772,8840.966259765624,8081.023352217477,0.17191399338476693,0.863125133975547,0,0,0,0,0,254.46616905235715,197.84767581398413,56.61849323837302,0,0,0,0,-0.05896571588479438,,87.54156683035266,89.45333734197011,1,0,0,0,0.039075531428849564,59.978512987907166,0,0,0,1,0.008637321152751731,62.174263232536575,274.65359933035717,0.029240631790623976,9942.182198660714,8843.567801339286,9390.273458426338,8840.966259765624,8291.65906110491,0,0,0.02718720213767462,5.42161008937756,8.201925996406656,14.652202842874718,1.0542161008937756,1.0820192599640666,-12.45843316964733,133.13745204633676,-1.2717549340766046
2020-02-02 00:00:00+00:00,9389.8203125,9468.7978515625,9217.82421875,9344.365234375,30835736946,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8924.67236328125,8639.950439453125,,,8672.455078125,,0,0,0,0,0,,,,,,0,0,78530042222.0,77236344543.4,-0.293663846435264,0,0,-1,,9617.558323529407,8900.9748046875,8184.3912858455915,0.16101236877213385,0.8093780543572069,0,0,0,0,0,256.2357750018182,209.53270191672735,46.703073085090836,0,0,0,0,-0.17512688145084787,,83.77025955923216,85.18710008533536,1,0,0,0,-0.04308018930514401,65.43497414650393,0,0,0,0,0.09097359849012765,62.78429200292315,253.70298549107142,0.027150371280199686,9851.771205357143,8836.959263392857,9408.380775669642,8900.9748046875,8393.568833705356,0,0,0.027169150673004145,-0.15199522163586998,11.156222758760403,14.736520875264025,0.9984800477836413,1.111562227587604,-16.229740440767838,108.91724813933448,-2.1404007134889573
2020-02-03 00:00:00+00:00,9344.68359375,9540.3720703125,9248.6337890625,9293.521484375,30934096509,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,8939.31201171875,8639.950439453125,,,8599.5087890625,,0,0,0,0,0,,,,,,0,0,47595945713.0,77435640353.5,-0.40872265531747,0,0,-1,,9660.822703671223,8924.262646484374,8187.702589297524,0.16506911245536013,0.7506644463595676,0,0,0,0,0,250.8769563879814,217.8057477435814,33.0712086444,0,0,0,0,-0.2918836714632077,,79.81750073643516,83.70977570867333,0,0,0,0,-0.047185705805317224,65.36410527458318,0,0,0,0,-0.0010830427129394637,63.50240042889125,261.3187779017857,0.028118380997034915,9816.15904017857,8770.88392857143,9446.900202287945,8924.262646484374,8401.625090680804,0,0,0.02039651484839291,-0.24803387843206348,10.041957071619567,5.276045006704377,0.9975196612156794,1.1004195707161957,-20.182499263564832,97.81615691610558,0.053554814637315484
